RESERVATION_NO,Permit_No,DATE_,TIME_FROM,TIME_TO,SEX_,AGE_,assembly_POINT,GATE_INTR,Permit_KIND
478525170,942820674,9/6/2021,6:00 PM,9:00 PM,MALE,52,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525171,942820675,9/6/2021,6:00 PM,9:00 PM,MALE,82,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525172,942820676,9/6/2021,6:00 PM,9:00 PM,MALE,92,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525173,942820677,9/6/2021,6:00 PM,9:00 PM,MALE,72,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525174,942820678,9/6/2021,6:00 PM,9:00 PM,MALE,42,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525175,942820679,9/6/2021,6:00 PM,9:00 PM,MALE,56,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525176,942820680,9/6/2021,6:00 PM,9:00 PM,MALE,54,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525177,942820681,9/6/2021,6:00 PM,9:00 PM,MALE,25,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525178,942820682,9/6/2021,6:00 PM,9:00 PM,MALE,35,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525179,942820683,9/6/2021,6:00 PM,9:00 PM,MALE,78,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525180,942820684,9/6/2021,6:00 PM,9:00 PM,MALE,75,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525181,942820685,9/6/2021,6:00 PM,9:00 PM,MALE,40,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525182,942820686,9/6/2021,6:00 PM,9:00 PM,MALE,46,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525183,942820687,9/6/2021,6:00 PM,9:00 PM,MALE,44,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525184,942820688,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف الجمرات,باب الملك عبدالعزيز,أداء عمرة
478525185,942820689,9/6/2021,6:00 PM,9:00 PM,MALE,65,موقف الجمرات,باب الملك عبدالعزيز,أداء عمرة
478525186,942820690,9/6/2021,6:00 PM,9:00 PM,MALE,57,موقف الجمرات,باب الملك عبدالعزيز,أداء عمرة
478525187,942820691,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف الجمرات,باب الملك عبدالعزيز,أداء عمرة
478525188,942820692,9/6/2021,6:00 PM,9:00 PM,MALE,60,الشبيكه,باب الملك عبدالعزيز,أداء عمرة
478525189,942820693,9/6/2021,6:00 PM,9:00 PM,MALE,55,الشبيكه,باب الملك عبدالعزيز,أداء عمرة
478525190,942820694,9/6/2021,6:00 PM,9:00 PM,MALE,22,الشبيكه,باب الملك عبدالعزيز,أداء عمرة
478525191,942820695,9/6/2021,6:00 PM,9:00 PM,MALE,19,الشبيكه,باب الملك عبدالعزيز,أداء عمرة
478525192,942820696,9/6/2021,6:00 PM,9:00 PM,MALE,37,الشبيكه,باب الملك عبدالعزيز,أداء عمرة
478525193,942820697,9/6/2021,6:00 PM,9:00 PM,MALE,77,الشبيكه,باب الملك عبدالعزيز,أداء عمرة
478525194,942820698,9/6/2021,6:00 PM,9:00 PM,MALE,45,الشبيكه,باب الملك فهد,أداء عمرة
478525195,942820699,9/6/2021,6:00 PM,9:00 PM,MALE,75,الشبيكه,باب الملك فهد,أداء عمرة
478525196,942820700,9/6/2021,6:00 PM,9:00 PM,MALE,65,الشبيكه,باب الملك فهد,أداء عمرة
478525197,942820701,9/6/2021,6:00 PM,9:00 PM,MALE,27,الشبيكه,باب الملك فهد,أداء عمرة
478525198,942820702,9/6/2021,6:00 PM,9:00 PM,MALE,28,الشبيكه,باب الملك فهد,أداء عمرة
478525199,942820703,9/6/2021,6:00 PM,9:00 PM,MALE,57,الشبيكه,باب الملك فهد,أداء عمرة
478525200,942820704,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف كدي,باب الملك فهد,أداء عمرة
478525201,942820705,9/6/2021,6:00 PM,9:00 PM,MALE,25,موقف كدي,باب الملك فهد,أداء عمرة
478525202,942820706,9/6/2021,6:00 PM,9:00 PM,MALE,26,موقف كدي,باب الملك فهد,الصلاة في المسجد الحرام
478525203,942820707,9/6/2021,6:00 PM,9:00 PM,MALE,62,موقف كدي,باب الملك فهد,الصلاة في المسجد الحرام
478525204,942820708,9/6/2021,6:00 PM,9:00 PM,MALE,52,موقف كدي,باب الملك فهد,الصلاة في المسجد الحرام
478525205,942820709,9/6/2021,6:00 PM,9:00 PM,MALE,82,موقف كدي,باب الملك فهد,الصلاة في المسجد الحرام
478525206,942820710,9/6/2021,6:00 PM,9:00 PM,MALE,92,موقف كدي,باب الملك فهد,الصلاة في المسجد الحرام
478525207,942820711,9/6/2021,6:00 PM,9:00 PM,MALE,72,موقف كدي,باب الملك فهد,الصلاة في المسجد الحرام
478525208,942820712,9/6/2021,6:00 PM,9:00 PM,MALE,42,موقف كدي,باب الملك فهد,الصلاة في المسجد الحرام
478525209,942820713,9/6/2021,6:00 PM,9:00 PM,MALE,56,موقف كدي,باب الملك فهد,الصلاة في المسجد الحرام
478525210,942820714,9/6/2021,6:00 PM,9:00 PM,MALE,54,موقف كدي,باب الملك فهد,أداء عمرة
478525211,942820715,9/6/2021,6:00 PM,9:00 PM,MALE,25,موقف كدي,باب الملك فهد,أداء عمرة
478525212,942820716,9/6/2021,6:00 PM,9:00 PM,MALE,35,موقف كدي,باب الملك فهد,أداء عمرة
478525213,942820717,9/6/2021,6:00 PM,9:00 PM,MALE,78,موقف كدي,باب الملك فهد,أداء عمرة
478525214,942820718,9/6/2021,6:00 PM,9:00 PM,MALE,95,موقف كدي,باب الملك فهد,أداء عمرة
478525215,942820719,9/6/2021,6:00 PM,9:00 PM,MALE,24,موقف كدي,باب الملك فهد,أداء عمرة
478525216,942820720,9/6/2021,6:00 PM,9:00 PM,MALE,85,موقف كدي,باب الملك فهد,أداء عمرة
478525217,942820721,9/6/2021,6:00 PM,9:00 PM,MALE,97,موقف كدي,باب الملك فهد,أداء عمرة
478525218,942820722,9/6/2021,6:00 PM,9:00 PM,MALE,54,موقف كدي,باب الملك فهد,أداء عمرة
478525219,942820723,9/6/2021,6:00 PM,9:00 PM,MALE,77,موقف كدي,باب الملك فهد,أداء عمرة
478525220,942820724,9/6/2021,6:00 PM,9:00 PM,MALE,23,موقف كدي,باب الملك فهد,أداء عمرة
478525221,942820725,9/6/2021,6:00 PM,9:00 PM,MALE,24,موقف كدي,باب الملك فهد,أداء عمرة
478525222,942820726,9/6/2021,6:00 PM,9:00 PM,MALE,25,موقف كدي,باب الملك فهد,أداء عمرة
478525223,942820727,9/6/2021,6:00 PM,9:00 PM,MALE,26,موقف كدي,باب الملك فهد,أداء عمرة
478525224,942820728,9/6/2021,6:00 PM,9:00 PM,MALE,62,موقف كدي,باب الملك فهد,أداء عمرة
478525225,942820729,9/6/2021,6:00 PM,9:00 PM,MALE,52,موقف كدي,باب الملك فهد,أداء عمرة
478525226,942820730,9/6/2021,6:00 PM,9:00 PM,MALE,82,موقف كدي,باب الملك فهد,أداء عمرة
478525227,942820731,9/6/2021,6:00 PM,9:00 PM,MALE,92,موقف كدي,باب الملك فهد,أداء عمرة
478525228,942820732,9/6/2021,6:00 PM,9:00 PM,MALE,72,موقف كدي,باب الملك فهد,أداء عمرة
478525229,942820733,9/6/2021,6:00 PM,9:00 PM,MALE,42,موقف كدي,باب الملك فهد,أداء عمرة
478525230,942820734,9/6/2021,6:00 PM,9:00 PM,MALE,56,موقف كدي,باب الملك فهد,أداء عمرة
478525231,942820735,9/6/2021,6:00 PM,9:00 PM,MALE,22,موقف كدي,باب الملك فهد,أداء عمرة
478525232,942820736,9/6/2021,6:00 PM,9:00 PM,MALE,40,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525233,942820737,9/6/2021,6:00 PM,9:00 PM,MALE,46,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525234,942820738,9/6/2021,6:00 PM,9:00 PM,MALE,44,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525235,942820739,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525236,942820740,9/6/2021,6:00 PM,9:00 PM,MALE,65,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525237,942820741,9/6/2021,6:00 PM,9:00 PM,MALE,57,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525238,942820742,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525239,942820743,9/6/2021,6:00 PM,9:00 PM,MALE,60,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525240,942820744,9/6/2021,6:00 PM,9:00 PM,MALE,66,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525241,942820745,9/6/2021,6:00 PM,9:00 PM,MALE,61,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525242,942820746,9/6/2021,6:00 PM,9:00 PM,MALE,62,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525243,942820747,9/6/2021,6:00 PM,9:00 PM,MALE,63,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525244,942820748,9/6/2021,6:00 PM,9:00 PM,MALE,78,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525245,942820749,9/6/2021,6:00 PM,9:00 PM,MALE,42,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525246,942820750,9/6/2021,6:00 PM,9:00 PM,MALE,56,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525247,942820751,9/6/2021,6:00 PM,9:00 PM,MALE,22,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525248,942820752,9/6/2021,6:00 PM,9:00 PM,MALE,40,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525249,942820753,9/6/2021,6:00 PM,9:00 PM,MALE,46,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525250,942820754,9/6/2021,6:00 PM,9:00 PM,MALE,44,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525251,942820755,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525252,942820756,9/6/2021,6:00 PM,9:00 PM,MALE,65,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525253,942820757,9/6/2021,6:00 PM,9:00 PM,MALE,57,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525254,942820758,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف الأمير متعب,باب الملك عبدالعزيز,الصلاة في المسجد الحرام
478525255,942820759,9/6/2021,6:00 PM,9:00 PM,MALE,42,موقف الأمير متعب,باب الملك عبدالعزيز,الصلاة في المسجد الحرام
478525256,942820760,9/6/2021,6:00 PM,9:00 PM,MALE,56,موقف الأمير متعب,باب الملك عبدالعزيز,الصلاة في المسجد الحرام
478525257,942820761,9/6/2021,6:00 PM,9:00 PM,MALE,22,موقف الأمير متعب,باب الملك عبدالعزيز,الصلاة في المسجد الحرام
478525258,942820762,9/6/2021,6:00 PM,9:00 PM,MALE,40,موقف الأمير متعب,باب الملك عبدالعزيز,الصلاة في المسجد الحرام
478525259,942820763,9/6/2021,6:00 PM,9:00 PM,MALE,46,موقف الأمير متعب,باب الملك عبدالعزيز,الصلاة في المسجد الحرام
478525260,942820764,9/6/2021,6:00 PM,9:00 PM,MALE,44,موقف الأمير متعب,باب الملك عبدالعزيز,الصلاة في المسجد الحرام
478525261,942820765,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف الأمير متعب,باب الملك عبدالعزيز,الصلاة في المسجد الحرام
478525262,942820766,9/6/2021,6:00 PM,9:00 PM,MALE,65,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525263,942820767,9/6/2021,6:00 PM,9:00 PM,MALE,57,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525264,942820768,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525265,942820769,9/6/2021,6:00 PM,9:00 PM,MALE,55,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525266,942820770,9/6/2021,6:00 PM,9:00 PM,MALE,22,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525267,942820771,9/6/2021,6:00 PM,9:00 PM,MALE,40,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525268,942820772,9/6/2021,6:00 PM,9:00 PM,MALE,46,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525269,942820773,9/6/2021,6:00 PM,9:00 PM,MALE,44,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525270,942820774,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525271,942820775,9/6/2021,6:00 PM,9:00 PM,MALE,65,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525272,942820776,9/6/2021,6:00 PM,9:00 PM,MALE,57,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525273,942820777,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525274,942820778,9/6/2021,6:00 PM,9:00 PM,MALE,60,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525275,942820779,9/6/2021,6:00 PM,9:00 PM,MALE,55,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525276,942820780,9/6/2021,6:00 PM,9:00 PM,MALE,22,موقف كدي,باب الملك فهد,أداء عمرة
478525277,942820781,9/6/2021,6:00 PM,9:00 PM,MALE,19,موقف كدي,باب الملك فهد,أداء عمرة
478525278,942820782,9/6/2021,6:00 PM,9:00 PM,MALE,37,موقف كدي,باب الملك فهد,أداء عمرة
478525279,942820783,9/6/2021,6:00 PM,9:00 PM,MALE,77,موقف كدي,باب الملك فهد,أداء عمرة
478525280,942820784,9/6/2021,6:00 PM,9:00 PM,MALE,45,موقف كدي,باب الملك فهد,أداء عمرة
478525281,942820785,9/6/2021,6:00 PM,9:00 PM,MALE,75,موقف كدي,باب الملك فهد,أداء عمرة
478525282,942820786,9/6/2021,6:00 PM,9:00 PM,MALE,65,موقف كدي,باب الملك فهد,أداء عمرة
478525283,942820787,9/6/2021,6:00 PM,9:00 PM,MALE,27,موقف كدي,باب الملك فهد,أداء عمرة
478525284,942820788,9/6/2021,6:00 PM,9:00 PM,MALE,28,موقف كدي,باب الملك فهد,أداء عمرة
478525285,942820789,9/6/2021,6:00 PM,9:00 PM,MALE,57,موقف كدي,باب الملك فهد,أداء عمرة
478525286,942820790,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف كدي,باب الملك فهد,أداء عمرة
478525287,942820791,9/6/2021,6:00 PM,9:00 PM,MALE,60,موقف كدي,باب الملك فهد,أداء عمرة
478525288,942820792,9/6/2021,6:00 PM,9:00 PM,MALE,55,موقف كدي,باب الملك فهد,أداء عمرة
478525289,942820793,9/6/2021,6:00 PM,9:00 PM,MALE,22,موقف كدي,باب الملك فهد,أداء عمرة
478525290,942820794,9/6/2021,6:00 PM,9:00 PM,MALE,19,موقف كدي,باب الملك فهد,أداء عمرة
478525291,942820795,9/6/2021,6:00 PM,9:00 PM,MALE,37,موقف كدي,باب الملك فهد,أداء عمرة
478525292,942820796,9/6/2021,6:00 PM,9:00 PM,MALE,77,موقف كدي,باب الملك فهد,أداء عمرة
478525293,942820797,9/6/2021,6:00 PM,9:00 PM,MALE,23,موقف كدي,باب الملك فهد,أداء عمرة
478525294,942820798,9/6/2021,6:00 PM,9:00 PM,MALE,24,موقف الجمرات,باب الملك فهد,أداء عمرة
478525295,942820799,9/6/2021,6:00 PM,9:00 PM,MALE,25,موقف الجمرات,باب الملك فهد,أداء عمرة
478525296,942820800,9/6/2021,6:00 PM,9:00 PM,MALE,26,موقف الجمرات,باب الملك فهد,أداء عمرة
478525297,942820801,9/6/2021,6:00 PM,9:00 PM,MALE,62,موقف الجمرات,باب الملك فهد,أداء عمرة
478525298,942820802,9/6/2021,6:00 PM,9:00 PM,MALE,52,الشبيكه,باب الملك فهد,أداء عمرة
478525299,942820803,9/6/2021,6:00 PM,9:00 PM,MALE,82,الشبيكه,باب الملك فهد,أداء عمرة
478525300,942820804,9/6/2021,6:00 PM,9:00 PM,MALE,92,الشبيكه,باب الملك فهد,أداء عمرة
478525301,942820805,9/6/2021,6:00 PM,9:00 PM,MALE,72,الشبيكه,باب الملك فهد,أداء عمرة
478525302,942820806,9/6/2021,6:00 PM,9:00 PM,MALE,42,الشبيكه,باب الملك فهد,أداء عمرة
478525303,942820807,9/6/2021,6:00 PM,9:00 PM,MALE,56,الشبيكه,باب الملك فهد,أداء عمرة
478525304,942820808,9/6/2021,6:00 PM,9:00 PM,MALE,54,الشبيكه,باب الملك عبدالعزيز,أداء عمرة
478525305,942820809,9/6/2021,6:00 PM,9:00 PM,MALE,25,الشبيكه,باب الملك عبدالعزيز,أداء عمرة
478525306,942820810,9/6/2021,6:00 PM,9:00 PM,MALE,35,الشبيكه,باب الملك عبدالعزيز,الصلاة في المسجد الحرام
478525307,942820811,9/6/2021,6:00 PM,9:00 PM,MALE,78,الشبيكه,باب الملك عبدالعزيز,الصلاة في المسجد الحرام
478525308,942820812,9/6/2021,6:00 PM,9:00 PM,MALE,95,الشبيكه,باب الملك عبدالعزيز,الصلاة في المسجد الحرام
478525309,942820813,9/6/2021,6:00 PM,9:00 PM,MALE,24,الشبيكه,باب الملك عبدالعزيز,الصلاة في المسجد الحرام
478525310,942820814,9/6/2021,6:00 PM,9:00 PM,MALE,85,موقف كدي,باب الملك عبدالعزيز,الصلاة في المسجد الحرام
478525311,942820815,9/6/2021,6:00 PM,9:00 PM,MALE,97,موقف كدي,باب الملك عبدالعزيز,الصلاة في المسجد الحرام
478525312,942820816,9/6/2021,6:00 PM,9:00 PM,MALE,54,موقف كدي,باب الملك عبدالعزيز,الصلاة في المسجد الحرام
478525313,942820817,9/6/2021,6:00 PM,9:00 PM,MALE,65,موقف كدي,باب الملك عبدالعزيز,الصلاة في المسجد الحرام
478525314,942820818,9/6/2021,6:00 PM,9:00 PM,MALE,25,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525315,942820819,9/6/2021,6:00 PM,9:00 PM,MALE,34,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525316,942820820,9/6/2021,6:00 PM,9:00 PM,MALE,65,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525317,942820821,9/6/2021,6:00 PM,9:00 PM,MALE,98,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525318,942820822,9/6/2021,6:00 PM,9:00 PM,MALE,65,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525319,942820823,9/6/2021,6:00 PM,9:00 PM,MALE,27,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525320,942820824,9/6/2021,6:00 PM,9:00 PM,MALE,28,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525321,942820825,9/6/2021,6:00 PM,9:00 PM,MALE,57,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525322,942820826,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525323,942820827,9/6/2021,6:00 PM,9:00 PM,MALE,60,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525324,942820828,9/6/2021,6:00 PM,9:00 PM,MALE,55,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525325,942820829,9/6/2021,6:00 PM,9:00 PM,MALE,22,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525326,942820830,9/6/2021,6:00 PM,9:00 PM,MALE,19,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525327,942820831,9/6/2021,6:00 PM,9:00 PM,MALE,37,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525328,942820832,9/6/2021,6:00 PM,9:00 PM,MALE,77,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525329,942820833,9/6/2021,6:00 PM,9:00 PM,MALE,23,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525330,942820834,9/6/2021,6:00 PM,9:00 PM,MALE,24,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525331,942820835,9/6/2021,6:00 PM,9:00 PM,MALE,25,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525332,942820836,9/6/2021,6:00 PM,9:00 PM,MALE,26,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525333,942820837,9/6/2021,6:00 PM,9:00 PM,MALE,62,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525334,942820838,9/6/2021,6:00 PM,9:00 PM,MALE,52,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525335,942820839,9/6/2021,6:00 PM,9:00 PM,MALE,82,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525336,942820840,9/6/2021,6:00 PM,9:00 PM,MALE,92,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525337,942820841,9/6/2021,6:00 PM,9:00 PM,MALE,72,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525338,942820842,9/6/2021,6:00 PM,9:00 PM,MALE,42,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525339,942820843,9/6/2021,6:00 PM,9:00 PM,MALE,56,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525340,942820844,9/6/2021,6:00 PM,9:00 PM,MALE,22,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525341,942820845,9/6/2021,6:00 PM,9:00 PM,MALE,40,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525342,942820846,9/6/2021,6:00 PM,9:00 PM,MALE,46,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525343,942820847,9/6/2021,6:00 PM,9:00 PM,MALE,44,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525344,942820848,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف الأمير متعب,باب الملك عبدالعزيز,أداء عمرة
478525345,942820849,9/6/2021,6:00 PM,9:00 PM,MALE,65,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525346,942820850,9/6/2021,6:00 PM,9:00 PM,MALE,57,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525347,942820851,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525348,942820852,9/6/2021,6:00 PM,9:00 PM,MALE,60,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525349,942820853,9/6/2021,6:00 PM,9:00 PM,MALE,55,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525350,942820854,9/6/2021,6:00 PM,9:00 PM,MALE,22,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525351,942820855,9/6/2021,6:00 PM,9:00 PM,MALE,19,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525352,942820856,9/6/2021,6:00 PM,9:00 PM,MALE,37,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525353,942820857,9/6/2021,6:00 PM,9:00 PM,MALE,77,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525354,942820858,9/6/2021,6:00 PM,9:00 PM,MALE,45,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525355,942820859,9/6/2021,6:00 PM,9:00 PM,MALE,75,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525356,942820860,9/6/2021,6:00 PM,9:00 PM,MALE,65,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525357,942820861,9/6/2021,6:00 PM,9:00 PM,MALE,27,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525358,942820862,9/6/2021,6:00 PM,9:00 PM,MALE,28,موقف الأمير متعب,باب الملك فهد,الصلاة في المسجد الحرام
478525359,942820863,9/6/2021,6:00 PM,9:00 PM,MALE,57,موقف الأمير متعب,باب الملك فهد,الصلاة في المسجد الحرام
478525360,942820864,9/6/2021,6:00 PM,9:00 PM,MALE,58,موقف الأمير متعب,باب الملك فهد,الصلاة في المسجد الحرام
478525361,942820865,9/6/2021,6:00 PM,9:00 PM,MALE,25,موقف الأمير متعب,باب الملك فهد,الصلاة في المسجد الحرام
478525362,942820866,9/6/2021,6:00 PM,9:00 PM,MALE,26,موقف الأمير متعب,باب الملك فهد,الصلاة في المسجد الحرام
478525363,942820867,9/6/2021,6:00 PM,9:00 PM,MALE,62,موقف الأمير متعب,باب الملك فهد,الصلاة في المسجد الحرام
478525364,942820868,9/6/2021,6:00 PM,9:00 PM,MALE,52,موقف الأمير متعب,باب الملك فهد,الصلاة في المسجد الحرام
478525365,942820869,9/6/2021,6:00 PM,9:00 PM,MALE,82,موقف الأمير متعب,باب الملك فهد,الصلاة في المسجد الحرام
478525366,942820870,9/6/2021,6:00 PM,9:00 PM,MALE,92,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525367,942820871,9/6/2021,6:00 PM,9:00 PM,MALE,72,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525368,942820872,9/6/2021,6:00 PM,9:00 PM,MALE,42,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525369,942820873,9/6/2021,6:00 PM,9:00 PM,MALE,56,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525370,942820874,9/6/2021,6:00 PM,9:00 PM,MALE,54,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525371,942820875,9/6/2021,6:00 PM,9:00 PM,MALE,25,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525372,942820876,9/6/2021,6:00 PM,9:00 PM,MALE,35,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525373,942820877,9/6/2021,6:00 PM,9:00 PM,MALE,78,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525374,942820878,9/6/2021,6:00 PM,9:00 PM,MALE,95,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525375,942820879,9/6/2021,6:00 PM,9:00 PM,MALE,24,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525376,942820880,9/6/2021,6:00 PM,9:00 PM,MALE,85,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525377,942820881,9/6/2021,6:00 PM,9:00 PM,MALE,97,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525378,942820882,9/6/2021,6:00 PM,9:00 PM,MALE,54,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525379,942820883,9/6/2021,6:00 PM,9:00 PM,MALE,77,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525380,942820884,9/6/2021,6:00 PM,9:00 PM,MALE,23,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525381,942820885,9/6/2021,6:00 PM,9:00 PM,MALE,24,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525382,942820886,9/6/2021,6:00 PM,9:00 PM,MALE,25,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525383,942820887,9/6/2021,6:00 PM,9:00 PM,MALE,26,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525384,942820888,9/6/2021,6:00 PM,9:00 PM,MALE,55,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525385,942820889,9/6/2021,6:00 PM,9:00 PM,MALE,22,موقف الأمير متعب,باب الملك فهد,أداء عمرة
478525386,942820890,9/6/2021,6:00 PM,9:00 PM,MALE,40,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
478525387,942820891,9/6/2021,6:00 PM,9:00 PM,MALE,46,موقف كدي,باب الملك عبدالعزيز,أداء عمرة
